Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,6,102.4,crackling sound,depression,difficulty walking,blackleg
buffalo,8,100.8,loss of appetite,swelling in limb,depression,blackleg
buffalo,7,102.2,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
buffalo,9,102.5,crackling sound,depression,difficulty walking,blackleg
buffalo,12,101.6,sweats,fatigue,chest discomfort,anthrax
buffalo,7,103.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,3,101.1,depression,loss of appetite,painless lumps,pneumonia
buffalo,14,100.4,depression,painless lumps,loss of appetite,pneumonia
buffalo,5,102.5,chest discomfort,fatigue,sweats,anthrax
buffalo,14,100.9,depression,lameness,crackling sound,blackleg
buffalo,14,101.2,depression,lameness,swelling in muscle,blackleg
buffalo,6,104.3,swelling in muscle,crackling sound,loss of appetite,blackleg
buffalo,11,100.7,depression,loss of appetite,crackling sound,blackleg
buffalo,8,103.2,painless lumps,loss of appetite,depression,pneumonia
buffalo,2,101.7,sweats,swelling in abdomen,fatigue,anthrax
buffalo,2,104.5,painless lumps,depression,loss of appetite,lumpy virus
buffalo,8,101.1,depression,loss of appetite,painless lumps,pneumonia
buffalo,7,100.6,loss of appetite,difficulty walking,sores on tongue,foot and mouth
buffalo,11,101.7,loss of appetite,sores on tongue,difficulty walking,foot and mouth
buffalo,5,101.0,depression,loss of appetite,painless lumps,lumpy virus
buffalo,14,102.9,sores on gums,lameness,loss of appetite,foot and mouth
buffalo,1,104.0,crackling sound,lameness,loss of appetite,blackleg
buffalo,7,100.0,painless lumps,loss of appetite,depression,pneumonia
buffalo,13,104.6,lameness,loss of appetite,sores on mouth,foot and mouth
buffalo,11,102.8,lameness,sores on hooves,loss of appetite,foot and mouth
buffalo,6,101.3,loss of appetite,painless lumps,depression,lumpy virus
buffalo,13,102.2,painless lumps,loss of appetite,depression,lumpy virus
buffalo,13,102.1,loss of appetite,depression,lameness,blackleg
buffalo,6,101.9,loss of appetite,depression,painless lumps,lumpy virus
buffalo,11,104.8,swelling in limb,depression,difficulty walking,blackleg
buffalo,13,100.0,sores on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,4,100.4,swelling in neck,chest discomfort,shortness of breath,anthrax
buffalo,7,100.5,loss of appetite,difficulty walking,crackling sound,blackleg
buffalo,12,104.3,chest discomfort,shortness of breath,fatigue,anthrax
buffalo,12,100.7,painless lumps,depression,loss of appetite,pneumonia
buffalo,14,102.5,loss of appetite,lameness,blisters on hooves,foot and mouth
buffalo,8,104.4,crackling sound,loss of appetite,depression,blackleg
buffalo,7,100.6,shortness of breath,chest discomfort,chills,anthrax
buffalo,12,102.3,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
buffalo,7,100.4,sores on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,8,100.4,chest discomfort,shortness of breath,sweats,anthrax
buffalo,5,103.1,painless lumps,depression,loss of appetite,lumpy virus
buffalo,15,100.8,depression,painless lumps,loss of appetite,pneumonia
buffalo,14,103.8,shortness of breath,chills,fatigue,anthrax
buffalo,2,103.6,loss of appetite,depression,painless lumps,pneumonia
buffalo,6,102.5,crackling sound,lameness,swelling in limb,blackleg
buffalo,1,103.9,blisters on hooves,loss of appetite,lameness,foot and mouth
buffalo,1,100.1,painless lumps,loss of appetite,depression,lumpy virus
buffalo,1,103.3,depression,difficulty walking,crackling sound,blackleg
buffalo,14,100.3,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
buffalo,14,101.7,chills,swelling in neck,fatigue,anthrax
buffalo,12,101.4,fatigue,swelling in neck,shortness of breath,anthrax
buffalo,8,102.4,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,9,101.8,loss of appetite,depression,difficulty walking,blackleg
buffalo,1,101.5,shortness of breath,sweats,swelling in neck,anthrax
buffalo,14,101.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,9,103.8,shortness of breath,sweats,fatigue,anthrax
buffalo,9,103.2,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,13,102.8,difficulty walking,loss of appetite,crackling sound,blackleg
buffalo,11,100.2,chills,swelling in neck,sweats,anthrax
buffalo,1,103.3,fatigue,sweats,swelling in neck,anthrax
buffalo,2,100.7,loss of appetite,difficulty walking,sores on tongue,foot and mouth
buffalo,3,103.4,loss of appetite,lameness,blisters on tongue,foot and mouth
buffalo,13,104.6,loss of appetite,painless lumps,depression,pneumonia
buffalo,5,101.9,sores on tongue,loss of appetite,lameness,foot and mouth
buffalo,6,101.2,swelling in muscle,depression,loss of appetite,blackleg
buffalo,14,103.8,difficulty walking,swelling in limb,loss of appetite,blackleg
buffalo,1,103.9,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,13,102.9,sweats,chills,shortness of breath,anthrax
buffalo,4,101.4,blisters on tongue,lameness,loss of appetite,foot and mouth
buffalo,14,101.5,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,4,102.1,lameness,blisters on hooves,loss of appetite,foot and mouth
buffalo,8,102.9,chills,shortness of breath,sweats,anthrax
buffalo,10,102.7,depression,lameness,swelling in muscle,blackleg
buffalo,15,101.6,loss of appetite,painless lumps,depression,pneumonia
buffalo,1,102.4,depression,loss of appetite,lameness,blackleg
buffalo,1,100.2,depression,painless lumps,loss of appetite,lumpy virus
buffalo,3,101.8,loss of appetite,depression,painless lumps,pneumonia
buffalo,14,100.4,loss of appetite,depression,painless lumps,pneumonia
buffalo,8,101.3,lameness,loss of appetite,sores on gums,foot and mouth
buffalo,9,100.8,fatigue,chest discomfort,shortness of breath,anthrax
buffalo,6,101.1,painless lumps,depression,loss of appetite,pneumonia
buffalo,5,102.3,sores on mouth,loss of appetite,lameness,foot and mouth
buffalo,1,103.1,loss of appetite,painless lumps,depression,pneumonia
buffalo,12,103.7,depression,painless lumps,loss of appetite,lumpy virus
buffalo,15,104.7,sores on tongue,lameness,loss of appetite,foot and mouth
buffalo,12,100.6,loss of appetite,painless lumps,depression,pneumonia
buffalo,3,103.7,crackling sound,lameness,swelling in muscle,blackleg
buffalo,13,101.9,depression,loss of appetite,painless lumps,lumpy virus
buffalo,1,100.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,13,102.6,painless lumps,depression,loss of appetite,lumpy virus
buffalo,4,102.5,lameness,swelling in muscle,depression,blackleg
buffalo,12,102.1,depression,painless lumps,loss of appetite,pneumonia
buffalo,9,102.3,blisters on hooves,lameness,loss of appetite,foot and mouth
buffalo,7,102.5,chills,swelling in extremities,fatigue,anthrax
buffalo,1,102.9,depression,loss of appetite,painless lumps,pneumonia
buffalo,2,101.1,shortness of breath,chest discomfort,fatigue,anthrax
buffalo,10,100.0,shortness of breath,chest discomfort,chills,anthrax
buffalo,13,102.1,loss of appetite,depression,swelling in limb,blackleg
buffalo,5,100.6,painless lumps,loss of appetite,depression,pneumonia
buffalo,5,102.9,loss of appetite,swelling in muscle,difficulty walking,blackleg
buffalo,8,100.6,chest discomfort,swelling in abdomen,fatigue,anthrax
buffalo,4,102.7,crackling sound,lameness,swelling in limb,blackleg
buffalo,12,103.7,swelling in limb,loss of appetite,depression,blackleg
buffalo,2,103.7,depression,loss of appetite,painless lumps,pneumonia
buffalo,12,103.7,painless lumps,depression,loss of appetite,lumpy virus
buffalo,12,103.0,loss of appetite,painless lumps,depression,pneumonia
buffalo,12,104.5,depression,loss of appetite,painless lumps,lumpy virus
buffalo,8,103.2,swelling in abdomen,fatigue,sweats,anthrax
buffalo,5,101.1,difficulty walking,loss of appetite,blisters on gums,foot and mouth
buffalo,7,102.7,lameness,loss of appetite,sores on gums,foot and mouth
buffalo,15,101.8,loss of appetite,lameness,sores on hooves,foot and mouth
buffalo,8,103.5,depression,painless lumps,loss of appetite,lumpy virus
buffalo,12,104.6,loss of appetite,depression,painless lumps,lumpy virus
buffalo,11,104.9,fatigue,shortness of breath,sweats,anthrax
buffalo,2,102.3,loss of appetite,swelling in limb,crackling sound,blackleg
buffalo,11,102.4,shortness of breath,chills,sweats,anthrax
buffalo,6,104.1,loss of appetite,blisters on mouth,lameness,foot and mouth
buffalo,12,102.4,shortness of breath,chills,swelling in neck,anthrax
buffalo,9,102.1,sweats,chills,swelling in extremities,anthrax
buffalo,6,103.5,chest discomfort,chills,fatigue,anthrax
buffalo,7,103.2,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,10,101.7,crackling sound,depression,loss of appetite,blackleg
buffalo,11,100.6,chest discomfort,fatigue,shortness of breath,anthrax
buffalo,15,103.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,2,100.3,depression,loss of appetite,painless lumps,pneumonia
buffalo,13,101.6,painless lumps,loss of appetite,depression,lumpy virus
buffalo,10,102.0,sweats,chest discomfort,fatigue,anthrax
buffalo,10,104.3,painless lumps,depression,loss of appetite,pneumonia
buffalo,4,101.7,swelling in muscle,depression,loss of appetite,blackleg
buffalo,14,100.2,loss of appetite,depression,painless lumps,lumpy virus
buffalo,8,100.5,crackling sound,difficulty walking,loss of appetite,blackleg
buffalo,9,102.2,swelling in abdomen,chest discomfort,fatigue,anthrax
buffalo,4,100.7,painless lumps,loss of appetite,depression,pneumonia
buffalo,13,104.6,loss of appetite,depression,painless lumps,lumpy virus
buffalo,9,100.0,shortness of breath,fatigue,chills,anthrax
buffalo,9,101.8,loss of appetite,blisters on tongue,lameness,foot and mouth
buffalo,4,102.1,lameness,crackling sound,depression,blackleg
buffalo,12,102.7,difficulty walking,depression,loss of appetite,blackleg
buffalo,12,101.3,swelling in limb,crackling sound,difficulty walking,blackleg
buffalo,13,102.6,crackling sound,depression,difficulty walking,blackleg
buffalo,15,100.1,depression,loss of appetite,painless lumps,pneumonia
buffalo,9,100.9,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
buffalo,11,100.8,sores on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,14,103.7,sweats,fatigue,chills,anthrax
buffalo,10,100.4,swelling in neck,fatigue,shortness of breath,anthrax
buffalo,15,104.9,difficulty walking,loss of appetite,depression,blackleg
buffalo,6,102.5,chest discomfort,chills,swelling in neck,anthrax
buffalo,13,102.9,depression,lameness,crackling sound,blackleg
buffalo,7,101.1,chest discomfort,sweats,shortness of breath,anthrax
buffalo,5,101.7,depression,painless lumps,loss of appetite,pneumonia
buffalo,5,100.7,depression,loss of appetite,difficulty walking,blackleg
buffalo,8,103.0,crackling sound,loss of appetite,lameness,blackleg
buffalo,9,102.2,depression,swelling in muscle,loss of appetite,blackleg
buffalo,4,102.9,fatigue,chest discomfort,swelling in extremities,anthrax
buffalo,8,101.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,8,104.1,swelling in neck,shortness of breath,fatigue,anthrax
buffalo,2,100.3,loss of appetite,lameness,swelling in limb,blackleg
buffalo,12,101.9,crackling sound,loss of appetite,swelling in limb,blackleg
buffalo,6,102.5,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,5,102.5,painless lumps,depression,loss of appetite,pneumonia
buffalo,1,100.8,loss of appetite,painless lumps,depression,pneumonia
buffalo,6,102.2,lameness,loss of appetite,blisters on mouth,foot and mouth
buffalo,4,102.3,sores on tongue,lameness,loss of appetite,foot and mouth
buffalo,8,102.2,difficulty walking,sores on gums,loss of appetite,foot and mouth
buffalo,5,101.7,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,11,102.6,swelling in muscle,depression,crackling sound,blackleg
buffalo,4,103.5,loss of appetite,depression,painless lumps,pneumonia
buffalo,1,101.1,crackling sound,swelling in limb,difficulty walking,blackleg
buffalo,7,100.4,loss of appetite,depression,painless lumps,pneumonia
buffalo,5,102.7,difficulty walking,loss of appetite,sores on hooves,foot and mouth
buffalo,11,104.6,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
buffalo,13,104.5,loss of appetite,painless lumps,depression,lumpy virus
buffalo,14,100.4,shortness of breath,sweats,fatigue,anthrax
buffalo,12,100.8,crackling sound,depression,loss of appetite,blackleg
buffalo,11,104.7,crackling sound,depression,loss of appetite,blackleg
buffalo,7,100.2,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,2,102.9,shortness of breath,chills,fatigue,anthrax
buffalo,7,102.2,shortness of breath,chills,fatigue,anthrax
buffalo,2,101.4,painless lumps,depression,loss of appetite,lumpy virus
buffalo,3,103.7,depression,loss of appetite,painless lumps,pneumonia
buffalo,14,102.4,shortness of breath,fatigue,sweats,anthrax
buffalo,7,102.1,swelling in limb,loss of appetite,crackling sound,blackleg
buffalo,10,104.5,lameness,loss of appetite,swelling in limb,blackleg
buffalo,14,100.8,blisters on gums,lameness,loss of appetite,foot and mouth
buffalo,5,100.7,fatigue,chest discomfort,swelling in neck,anthrax
buffalo,13,101.6,depression,loss of appetite,painless lumps,pneumonia
buffalo,14,100.7,shortness of breath,sweats,fatigue,anthrax
buffalo,2,101.2,loss of appetite,lameness,sores on mouth,foot and mouth
buffalo,2,101.9,painless lumps,loss of appetite,depression,lumpy virus
buffalo,12,101.9,chest discomfort,swelling in abdomen,sweats,anthrax
buffalo,12,100.4,loss of appetite,lameness,crackling sound,blackleg
buffalo,15,100.9,loss of appetite,lameness,depression,blackleg
buffalo,12,102.4,depression,painless lumps,loss of appetite,pneumonia
buffalo,3,101.2,difficulty walking,swelling in muscle,loss of appetite,blackleg
buffalo,12,103.1,painless lumps,loss of appetite,depression,pneumonia
buffalo,10,101.1,crackling sound,depression,swelling in limb,blackleg
buffalo,15,100.6,chest discomfort,fatigue,sweats,anthrax
buffalo,6,102.4,loss of appetite,painless lumps,depression,lumpy virus
buffalo,5,103.5,depression,loss of appetite,painless lumps,pneumonia
buffalo,13,101.8,loss of appetite,difficulty walking,sores on tongue,foot and mouth
buffalo,14,101.0,difficulty walking,loss of appetite,swelling in limb,blackleg
buffalo,8,104.3,depression,loss of appetite,crackling sound,blackleg
buffalo,9,104.5,difficulty walking,sores on hooves,loss of appetite,foot and mouth
buffalo,7,100.3,depression,loss of appetite,difficulty walking,blackleg
buffalo,12,100.8,loss of appetite,depression,painless lumps,pneumonia
buffalo,2,103.1,chills,sweats,fatigue,anthrax
buffalo,15,102.1,loss of appetite,difficulty walking,sores on tongue,foot and mouth
buffalo,13,100.6,chest discomfort,shortness of breath,chills,anthrax
buffalo,1,101.5,crackling sound,swelling in muscle,loss of appetite,blackleg
buffalo,2,104.7,chest discomfort,sweats,chills,anthrax
buffalo,12,101.3,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
buffalo,4,104.8,sweats,shortness of breath,chest discomfort,anthrax
buffalo,3,103.1,painless lumps,loss of appetite,depression,lumpy virus
buffalo,2,101.6,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,3,103.1,swelling in neck,chest discomfort,fatigue,anthrax
buffalo,11,100.4,sores on hooves,lameness,loss of appetite,foot and mouth
buffalo,7,102.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,13,102.2,blisters on gums,lameness,loss of appetite,foot and mouth
buffalo,7,104.0,sores on mouth,loss of appetite,lameness,foot and mouth
buffalo,4,100.5,painless lumps,depression,loss of appetite,lumpy virus
buffalo,6,101.0,sores on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,6,102.6,depression,lameness,crackling sound,blackleg
buffalo,12,100.5,sweats,chills,shortness of breath,anthrax
buffalo,15,102.2,lameness,loss of appetite,depression,blackleg
buffalo,3,100.9,depression,swelling in muscle,crackling sound,blackleg
buffalo,1,103.8,lameness,loss of appetite,blisters on hooves,foot and mouth
buffalo,10,102.4,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,12,103.6,lameness,depression,swelling in limb,blackleg
buffalo,3,101.5,depression,loss of appetite,painless lumps,pneumonia
buffalo,10,102.6,chest discomfort,swelling in abdomen,sweats,anthrax
buffalo,15,100.3,chills,chest discomfort,fatigue,anthrax
buffalo,1,100.8,sweats,shortness of breath,chest discomfort,anthrax
buffalo,12,104.6,loss of appetite,depression,painless lumps,pneumonia
buffalo,15,103.6,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,9,102.8,painless lumps,depression,loss of appetite,lumpy virus
buffalo,4,104.0,sweats,chest discomfort,chills,anthrax
buffalo,4,103.9,sores on gums,loss of appetite,lameness,foot and mouth
buffalo,9,100.8,chest discomfort,sweats,chills,anthrax
buffalo,5,104.4,chills,chest discomfort,shortness of breath,anthrax
buffalo,5,101.0,loss of appetite,painless lumps,depression,lumpy virus
buffalo,7,100.9,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,12,102.9,lameness,crackling sound,loss of appetite,blackleg
buffalo,11,104.4,loss of appetite,lameness,swelling in limb,blackleg
buffalo,7,104.6,loss of appetite,depression,painless lumps,lumpy virus
buffalo,10,104.2,depression,painless lumps,loss of appetite,lumpy virus
buffalo,10,102.7,loss of appetite,depression,painless lumps,lumpy virus
buffalo,1,101.0,swelling in muscle,loss of appetite,depression,blackleg
buffalo,15,102.0,depression,loss of appetite,painless lumps,pneumonia
buffalo,5,102.8,fatigue,swelling in abdomen,chest discomfort,anthrax
buffalo,5,104.2,painless lumps,depression,loss of appetite,lumpy virus
buffalo,14,104.1,loss of appetite,painless lumps,depression,lumpy virus
buffalo,12,104.7,loss of appetite,painless lumps,depression,pneumonia
buffalo,2,102.8,crackling sound,depression,swelling in muscle,blackleg
buffalo,13,101.9,loss of appetite,lameness,blisters on tongue,foot and mouth
buffalo,8,102.0,difficulty walking,depression,loss of appetite,blackleg
buffalo,13,100.6,loss of appetite,difficulty walking,sores on tongue,foot and mouth
buffalo,9,101.8,depression,crackling sound,loss of appetite,blackleg
buffalo,5,101.3,loss of appetite,painless lumps,depression,pneumonia
buffalo,8,102.3,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
buffalo,3,101.8,shortness of breath,chills,swelling in extremities,anthrax
buffalo,4,101.1,swelling in muscle,loss of appetite,lameness,blackleg
buffalo,5,102.4,depression,swelling in muscle,lameness,blackleg
buffalo,8,102.8,lameness,sores on gums,loss of appetite,foot and mouth
buffalo,3,101.1,depression,crackling sound,difficulty walking,blackleg
buffalo,9,101.9,painless lumps,depression,loss of appetite,pneumonia
buffalo,4,100.2,shortness of breath,chills,swelling in neck,anthrax
buffalo,12,102.3,depression,painless lumps,loss of appetite,lumpy virus
buffalo,14,102.3,crackling sound,swelling in muscle,depression,blackleg
buffalo,1,104.8,painless lumps,depression,loss of appetite,lumpy virus
buffalo,5,100.8,loss of appetite,difficulty walking,sores on mouth,foot and mouth
buffalo,2,102.3,swelling in abdomen,sweats,chest discomfort,anthrax
buffalo,10,100.3,loss of appetite,painless lumps,depression,pneumonia
buffalo,6,103.5,chills,shortness of breath,sweats,anthrax
buffalo,2,100.8,loss of appetite,depression,painless lumps,pneumonia
buffalo,6,103.9,depression,painless lumps,loss of appetite,pneumonia
buffalo,15,101.0,sweats,shortness of breath,chest discomfort,anthrax
buffalo,7,100.0,loss of appetite,depression,painless lumps,lumpy virus
buffalo,13,104.9,chills,shortness of breath,chest discomfort,anthrax
buffalo,9,104.1,fatigue,chills,swelling in abdomen,anthrax
buffalo,2,101.7,lameness,swelling in muscle,crackling sound,blackleg
buffalo,5,103.3,lameness,depression,crackling sound,blackleg
buffalo,3,100.8,loss of appetite,crackling sound,depression,blackleg
buffalo,6,101.2,loss of appetite,sores on mouth,lameness,foot and mouth
buffalo,11,102.0,sores on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,4,103.1,loss of appetite,swelling in muscle,difficulty walking,blackleg
buffalo,9,105.0,depression,loss of appetite,painless lumps,pneumonia
buffalo,10,102.5,depression,painless lumps,loss of appetite,pneumonia
buffalo,10,101.2,loss of appetite,sores on mouth,difficulty walking,foot and mouth
buffalo,6,100.8,sores on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,8,100.4,shortness of breath,sweats,chest discomfort,anthrax
buffalo,1,100.4,loss of appetite,painless lumps,depression,lumpy virus
buffalo,9,103.7,shortness of breath,chest discomfort,chills,anthrax
buffalo,11,100.8,painless lumps,depression,loss of appetite,lumpy virus
buffalo,11,103.5,depression,loss of appetite,painless lumps,pneumonia
buffalo,4,105.0,chills,shortness of breath,sweats,anthrax
buffalo,10,100.7,chills,chest discomfort,sweats,anthrax
buffalo,14,100.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,15,100.9,depression,loss of appetite,painless lumps,lumpy virus
buffalo,2,101.4,swelling in neck,chest discomfort,sweats,anthrax
buffalo,12,104.1,swelling in abdomen,shortness of breath,chills,anthrax
buffalo,3,101.7,crackling sound,loss of appetite,depression,blackleg
buffalo,6,101.8,swelling in muscle,depression,loss of appetite,blackleg
buffalo,11,102.8,difficulty walking,loss of appetite,sores on tongue,foot and mouth
buffalo,15,103.6,fatigue,chills,chest discomfort,anthrax
buffalo,10,104.0,swelling in limb,difficulty walking,depression,blackleg
buffalo,15,100.9,loss of appetite,depression,difficulty walking,blackleg
buffalo,2,102.9,swelling in extremities,chills,fatigue,anthrax
buffalo,6,101.6,loss of appetite,crackling sound,lameness,blackleg
buffalo,4,100.4,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
buffalo,5,103.3,swelling in muscle,loss of appetite,depression,blackleg
buffalo,15,101.2,swelling in abdomen,chills,fatigue,anthrax
buffalo,15,101.0,painless lumps,depression,loss of appetite,lumpy virus
buffalo,4,100.2,difficulty walking,loss of appetite,sores on hooves,foot and mouth
buffalo,5,104.1,depression,loss of appetite,painless lumps,pneumonia
buffalo,9,100.4,shortness of breath,swelling in extremities,fatigue,anthrax
buffalo,13,103.5,depression,painless lumps,loss of appetite,pneumonia
buffalo,8,100.3,swelling in muscle,depression,crackling sound,blackleg
buffalo,15,100.3,loss of appetite,depression,painless lumps,lumpy virus
buffalo,2,101.6,depression,crackling sound,lameness,blackleg
buffalo,10,101.2,depression,loss of appetite,crackling sound,blackleg
buffalo,8,101.5,blisters on hooves,lameness,loss of appetite,foot and mouth
buffalo,4,104.7,sores on hooves,lameness,loss of appetite,foot and mouth
buffalo,4,102.2,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
buffalo,4,100.5,lameness,depression,loss of appetite,blackleg
buffalo,11,103.3,loss of appetite,painless lumps,depression,pneumonia
buffalo,2,104.3,depression,painless lumps,loss of appetite,pneumonia
buffalo,1,104.6,depression,painless lumps,loss of appetite,lumpy virus
buffalo,7,101.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,4,100.1,loss of appetite,painless lumps,depression,lumpy virus
buffalo,7,104.5,depression,loss of appetite,painless lumps,pneumonia
buffalo,8,101.7,lameness,sores on gums,loss of appetite,foot and mouth
buffalo,13,104.8,loss of appetite,crackling sound,lameness,blackleg
buffalo,7,101.3,loss of appetite,painless lumps,depression,lumpy virus
buffalo,15,103.8,shortness of breath,fatigue,swelling in abdomen,anthrax
buffalo,15,101.9,loss of appetite,depression,painless lumps,lumpy virus
buffalo,6,100.9,painless lumps,loss of appetite,depression,pneumonia
buffalo,10,104.4,sweats,chest discomfort,chills,anthrax
buffalo,9,101.3,loss of appetite,sores on tongue,difficulty walking,foot and mouth
buffalo,7,102.2,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,4,101.4,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
buffalo,10,100.4,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
buffalo,6,103.4,depression,loss of appetite,swelling in limb,blackleg
buffalo,15,103.9,depression,crackling sound,loss of appetite,blackleg
buffalo,13,104.4,loss of appetite,depression,painless lumps,lumpy virus
buffalo,12,100.1,loss of appetite,difficulty walking,sores on hooves,foot and mouth
buffalo,2,101.7,depression,loss of appetite,swelling in limb,blackleg
buffalo,6,101.0,crackling sound,depression,loss of appetite,blackleg
buffalo,7,102.9,loss of appetite,difficulty walking,depression,blackleg
buffalo,10,100.0,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,12,104.0,loss of appetite,depression,painless lumps,pneumonia
buffalo,12,100.9,crackling sound,loss of appetite,depression,blackleg
buffalo,6,102.3,lameness,blisters on tongue,loss of appetite,foot and mouth
buffalo,2,103.8,loss of appetite,swelling in muscle,difficulty walking,blackleg
buffalo,1,100.7,shortness of breath,chest discomfort,chills,anthrax
buffalo,3,103.6,painless lumps,depression,loss of appetite,lumpy virus
buffalo,8,102.4,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,8,102.7,depression,painless lumps,loss of appetite,pneumonia
buffalo,3,101.0,lameness,sores on tongue,loss of appetite,foot and mouth
buffalo,10,103.0,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
buffalo,13,103.5,loss of appetite,depression,painless lumps,lumpy virus
buffalo,13,100.2,chest discomfort,fatigue,sweats,anthrax
buffalo,10,100.5,lameness,sores on tongue,loss of appetite,foot and mouth
buffalo,15,104.1,loss of appetite,depression,painless lumps,pneumonia
buffalo,12,101.6,sweats,shortness of breath,chills,anthrax
buffalo,3,100.5,crackling sound,difficulty walking,depression,blackleg
buffalo,15,101.8,blisters on mouth,loss of appetite,lameness,foot and mouth
buffalo,10,102.9,difficulty walking,sores on tongue,loss of appetite,foot and mouth
buffalo,7,103.5,swelling in extremities,shortness of breath,sweats,anthrax
buffalo,2,100.1,loss of appetite,depression,painless lumps,pneumonia
buffalo,1,102.7,blisters on hooves,lameness,loss of appetite,foot and mouth
buffalo,13,101.8,lameness,depression,crackling sound,blackleg
buffalo,9,101.4,loss of appetite,depression,painless lumps,pneumonia
buffalo,5,103.3,loss of appetite,painless lumps,depression,pneumonia
buffalo,7,104.3,chills,shortness of breath,swelling in abdomen,anthrax
buffalo,5,100.4,crackling sound,swelling in muscle,depression,blackleg
buffalo,5,103.0,loss of appetite,painless lumps,depression,pneumonia
buffalo,5,104.6,lameness,loss of appetite,sores on tongue,foot and mouth
buffalo,4,104.5,sweats,fatigue,chills,anthrax
buffalo,12,100.7,fatigue,shortness of breath,chills,anthrax
buffalo,14,103.8,crackling sound,lameness,loss of appetite,blackleg
buffalo,12,101.2,depression,painless lumps,loss of appetite,lumpy virus
buffalo,8,100.9,loss of appetite,swelling in muscle,crackling sound,blackleg
buffalo,4,101.2,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,4,100.9,loss of appetite,swelling in muscle,lameness,blackleg
buffalo,3,104.1,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,14,100.4,loss of appetite,painless lumps,depression,lumpy virus
buffalo,6,103.2,loss of appetite,sores on mouth,difficulty walking,foot and mouth
buffalo,14,100.2,depression,painless lumps,loss of appetite,lumpy virus
buffalo,11,104.4,loss of appetite,swelling in muscle,lameness,blackleg
buffalo,3,100.3,painless lumps,depression,loss of appetite,lumpy virus
buffalo,7,101.6,swelling in neck,chest discomfort,shortness of breath,anthrax
buffalo,1,102.8,painless lumps,loss of appetite,depression,pneumonia
buffalo,1,100.5,loss of appetite,crackling sound,depression,blackleg
buffalo,12,102.8,depression,painless lumps,loss of appetite,pneumonia
buffalo,2,101.9,lameness,loss of appetite,blisters on tongue,foot and mouth
buffalo,4,104.8,loss of appetite,depression,painless lumps,pneumonia
buffalo,9,102.0,loss of appetite,painless lumps,depression,pneumonia
buffalo,7,101.8,painless lumps,loss of appetite,depression,pneumonia
buffalo,12,102.8,sweats,shortness of breath,fatigue,anthrax
buffalo,13,100.9,loss of appetite,depression,painless lumps,lumpy virus
buffalo,13,104.6,painless lumps,loss of appetite,depression,pneumonia
buffalo,10,101.2,chills,swelling in extremities,sweats,anthrax
buffalo,3,100.9,swelling in limb,lameness,depression,blackleg
buffalo,10,102.7,depression,painless lumps,loss of appetite,lumpy virus
buffalo,12,100.1,sweats,fatigue,swelling in extremities,anthrax
buffalo,3,102.3,sores on tongue,loss of appetite,difficulty walking,foot and mouth
