Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
goat,10,104.3,chills,chest discomfort,swelling in neck,anthrax
goat,10,104.0,chest discomfort,chills,swelling in extremities,anthrax
goat,6,101.6,sweats,shortness of breath,swelling in abdomen,anthrax
goat,8,104.9,shortness of breath,swelling in extremities,sweats,anthrax
goat,1,102.7,shortness of breath,chest discomfort,fatigue,anthrax
goat,9,103.2,loss of appetite,depression,painless lumps,lumpy virus
goat,4,102.5,chills,swelling in abdomen,sweats,anthrax
goat,2,103.0,loss of appetite,painless lumps,depression,pneumonia
goat,9,102.1,depression,loss of appetite,crackling sound,blackleg
goat,2,100.9,depression,loss of appetite,painless lumps,pneumonia
goat,1,100.5,loss of appetite,swelling in muscle,lameness,blackleg
goat,8,100.2,loss of appetite,painless lumps,depression,pneumonia
goat,9,102.5,lameness,blisters on tongue,loss of appetite,foot and mouth
goat,7,104.3,depression,painless lumps,loss of appetite,lumpy virus
goat,2,103.9,depression,painless lumps,loss of appetite,pneumonia
goat,4,100.1,lameness,blisters on gums,loss of appetite,foot and mouth
goat,7,102.1,depression,loss of appetite,painless lumps,lumpy virus
goat,10,100.0,depression,loss of appetite,painless lumps,lumpy virus
goat,10,103.8,crackling sound,loss of appetite,lameness,blackleg
goat,2,100.4,shortness of breath,swelling in extremities,sweats,anthrax
goat,4,101.8,chills,shortness of breath,chest discomfort,anthrax
goat,7,102.3,painless lumps,loss of appetite,depression,pneumonia
goat,9,101.5,shortness of breath,chills,chest discomfort,anthrax
goat,3,105.0,loss of appetite,depression,painless lumps,lumpy virus
goat,5,100.0,painless lumps,loss of appetite,depression,lumpy virus
goat,2,100.5,lameness,swelling in muscle,crackling sound,blackleg
goat,9,104.6,depression,painless lumps,loss of appetite,pneumonia
goat,2,102.1,lameness,blisters on tongue,loss of appetite,foot and mouth
goat,2,103.8,loss of appetite,depression,painless lumps,pneumonia
goat,3,100.6,loss of appetite,difficulty walking,depression,blackleg
goat,4,100.3,difficulty walking,sores on hooves,loss of appetite,foot and mouth
goat,7,103.0,painless lumps,loss of appetite,depression,lumpy virus
goat,6,101.4,lameness,sores on tongue,loss of appetite,foot and mouth
goat,6,103.4,sweats,chills,swelling in abdomen,anthrax
goat,1,100.0,painless lumps,depression,loss of appetite,pneumonia
goat,7,101.6,painless lumps,loss of appetite,depression,pneumonia
goat,5,103.0,depression,painless lumps,loss of appetite,pneumonia
goat,2,101.3,depression,loss of appetite,painless lumps,lumpy virus
goat,5,101.8,depression,swelling in limb,crackling sound,blackleg
goat,10,102.8,depression,painless lumps,loss of appetite,lumpy virus
goat,9,100.8,painless lumps,loss of appetite,depression,lumpy virus
goat,7,104.2,depression,painless lumps,loss of appetite,pneumonia
goat,1,102.1,painless lumps,loss of appetite,depression,lumpy virus
goat,7,101.0,blisters on gums,difficulty walking,loss of appetite,foot and mouth
goat,4,105.0,sores on gums,lameness,loss of appetite,foot and mouth
goat,7,101.2,painless lumps,depression,loss of appetite,pneumonia
goat,3,102.4,loss of appetite,depression,painless lumps,lumpy virus
goat,4,103.1,loss of appetite,difficulty walking,swelling in muscle,blackleg
goat,1,104.5,loss of appetite,difficulty walking,crackling sound,blackleg
goat,3,103.1,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,8,103.0,loss of appetite,depression,painless lumps,lumpy virus
goat,2,100.8,painless lumps,depression,loss of appetite,pneumonia
goat,3,103.7,swelling in abdomen,shortness of breath,sweats,anthrax
goat,2,104.5,loss of appetite,painless lumps,depression,lumpy virus
goat,2,103.2,depression,painless lumps,loss of appetite,pneumonia
goat,1,100.2,loss of appetite,lameness,depression,blackleg
goat,7,101.6,swelling in neck,sweats,shortness of breath,anthrax
goat,4,103.3,crackling sound,lameness,depression,blackleg
goat,10,103.7,swelling in muscle,loss of appetite,crackling sound,blackleg
goat,6,102.8,loss of appetite,painless lumps,depression,pneumonia
goat,1,103.7,painless lumps,depression,loss of appetite,pneumonia
goat,3,101.3,difficulty walking,depression,loss of appetite,blackleg
goat,6,101.4,loss of appetite,painless lumps,depression,pneumonia
goat,2,104.4,loss of appetite,depression,painless lumps,lumpy virus
goat,9,104.3,sweats,swelling in neck,chills,anthrax
goat,7,100.4,sweats,shortness of breath,swelling in neck,anthrax
goat,5,104.2,sores on mouth,loss of appetite,lameness,foot and mouth
goat,1,101.9,shortness of breath,chest discomfort,sweats,anthrax
goat,10,102.5,sores on mouth,difficulty walking,loss of appetite,foot and mouth
goat,3,103.5,loss of appetite,depression,lameness,blackleg
goat,1,100.9,lameness,loss of appetite,sores on mouth,foot and mouth
goat,5,101.1,loss of appetite,blisters on tongue,lameness,foot and mouth
goat,2,102.0,swelling in abdomen,chills,fatigue,anthrax
goat,8,101.7,swelling in limb,depression,lameness,blackleg
goat,3,104.6,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,1,104.1,painless lumps,loss of appetite,depression,lumpy virus
goat,8,104.3,depression,loss of appetite,painless lumps,pneumonia
goat,8,101.7,sweats,swelling in neck,shortness of breath,anthrax
goat,1,103.3,loss of appetite,depression,painless lumps,lumpy virus
goat,2,102.7,depression,loss of appetite,painless lumps,lumpy virus
goat,7,100.8,swelling in muscle,loss of appetite,depression,blackleg
goat,3,100.9,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,7,100.0,painless lumps,depression,loss of appetite,lumpy virus
goat,7,104.6,loss of appetite,depression,painless lumps,pneumonia
goat,7,102.8,shortness of breath,fatigue,chest discomfort,anthrax
goat,3,101.6,swelling in muscle,lameness,depression,blackleg
goat,7,101.0,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,5,104.9,shortness of breath,fatigue,chills,anthrax
goat,3,101.5,crackling sound,swelling in muscle,difficulty walking,blackleg
goat,10,101.4,loss of appetite,crackling sound,depression,blackleg
goat,7,101.2,depression,loss of appetite,painless lumps,lumpy virus
goat,9,100.2,chills,sweats,shortness of breath,anthrax
goat,7,101.8,lameness,blisters on gums,loss of appetite,foot and mouth
goat,10,102.1,depression,swelling in limb,difficulty walking,blackleg
goat,8,104.1,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,2,103.7,depression,painless lumps,loss of appetite,pneumonia
goat,9,102.2,loss of appetite,painless lumps,depression,lumpy virus
goat,8,100.0,loss of appetite,depression,painless lumps,pneumonia
goat,2,103.7,depression,difficulty walking,crackling sound,blackleg
goat,7,100.3,loss of appetite,painless lumps,depression,pneumonia
goat,7,102.5,loss of appetite,blisters on mouth,lameness,foot and mouth
goat,5,101.8,chest discomfort,fatigue,shortness of breath,anthrax
goat,7,101.5,lameness,blisters on gums,loss of appetite,foot and mouth
goat,1,100.2,loss of appetite,lameness,sores on hooves,foot and mouth
goat,7,100.0,depression,painless lumps,loss of appetite,pneumonia
goat,10,104.9,painless lumps,depression,loss of appetite,pneumonia
goat,4,100.9,swelling in abdomen,sweats,shortness of breath,anthrax
goat,6,100.6,difficulty walking,swelling in muscle,crackling sound,blackleg
goat,9,101.3,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,10,100.1,crackling sound,swelling in muscle,difficulty walking,blackleg
goat,6,101.0,loss of appetite,painless lumps,depression,lumpy virus
goat,1,100.3,depression,loss of appetite,painless lumps,pneumonia
goat,10,101.6,chills,chest discomfort,swelling in extremities,anthrax
goat,2,101.5,swelling in neck,fatigue,sweats,anthrax
goat,3,103.9,painless lumps,loss of appetite,depression,pneumonia
goat,3,104.3,lameness,swelling in limb,depression,blackleg
goat,7,104.0,depression,swelling in muscle,loss of appetite,blackleg
goat,5,103.3,lameness,loss of appetite,crackling sound,blackleg
goat,9,102.4,painless lumps,depression,loss of appetite,lumpy virus
goat,10,100.2,depression,crackling sound,loss of appetite,blackleg
goat,1,103.0,sweats,shortness of breath,chills,anthrax
goat,8,100.3,depression,loss of appetite,painless lumps,lumpy virus
goat,6,100.7,sores on hooves,loss of appetite,difficulty walking,foot and mouth
goat,5,100.8,loss of appetite,depression,painless lumps,pneumonia
goat,8,101.6,sores on gums,lameness,loss of appetite,foot and mouth
goat,2,100.4,fatigue,swelling in abdomen,sweats,anthrax
goat,3,102.7,sweats,chills,chest discomfort,anthrax
goat,9,101.3,sores on tongue,loss of appetite,lameness,foot and mouth
goat,4,100.5,painless lumps,depression,loss of appetite,pneumonia
goat,4,104.3,painless lumps,depression,loss of appetite,lumpy virus
goat,3,100.3,painless lumps,depression,loss of appetite,pneumonia
goat,8,103.0,fatigue,shortness of breath,swelling in extremities,anthrax
goat,4,102.6,chest discomfort,sweats,swelling in extremities,anthrax
goat,3,101.7,loss of appetite,swelling in muscle,depression,blackleg
goat,9,101.3,depression,painless lumps,loss of appetite,lumpy virus
goat,10,100.5,loss of appetite,sores on gums,lameness,foot and mouth
goat,8,101.0,fatigue,chills,chest discomfort,anthrax
goat,3,104.9,fatigue,chills,chest discomfort,anthrax
goat,1,104.5,chills,shortness of breath,sweats,anthrax
goat,9,102.9,loss of appetite,lameness,crackling sound,blackleg
goat,6,100.5,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,8,101.3,loss of appetite,swelling in muscle,crackling sound,blackleg
goat,4,100.6,crackling sound,swelling in limb,loss of appetite,blackleg
goat,4,101.5,shortness of breath,sweats,chills,anthrax
goat,9,101.2,fatigue,shortness of breath,chills,anthrax
goat,9,100.4,lameness,blisters on tongue,loss of appetite,foot and mouth
goat,5,101.1,loss of appetite,sores on hooves,lameness,foot and mouth
goat,6,103.7,loss of appetite,crackling sound,swelling in muscle,blackleg
goat,2,102.4,swelling in muscle,depression,crackling sound,blackleg
goat,4,104.1,lameness,swelling in limb,depression,blackleg
goat,3,102.1,loss of appetite,painless lumps,depression,pneumonia
goat,4,102.2,painless lumps,loss of appetite,depression,lumpy virus
goat,1,101.0,loss of appetite,depression,crackling sound,blackleg
goat,1,101.3,fatigue,chills,chest discomfort,anthrax
goat,2,100.1,fatigue,sweats,chest discomfort,anthrax
goat,7,104.4,loss of appetite,depression,painless lumps,lumpy virus
goat,4,101.3,depression,loss of appetite,swelling in muscle,blackleg
goat,9,104.0,blisters on tongue,loss of appetite,lameness,foot and mouth
goat,7,104.3,chills,sweats,fatigue,anthrax
goat,7,104.2,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
goat,1,102.8,crackling sound,difficulty walking,swelling in limb,blackleg
goat,2,102.3,loss of appetite,lameness,sores on mouth,foot and mouth
goat,3,103.1,loss of appetite,depression,painless lumps,pneumonia
goat,7,104.4,chest discomfort,chills,sweats,anthrax
goat,6,101.3,shortness of breath,swelling in extremities,chills,anthrax
goat,6,102.9,loss of appetite,depression,painless lumps,lumpy virus
goat,3,102.9,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,5,100.0,lameness,loss of appetite,sores on mouth,foot and mouth
goat,3,102.1,loss of appetite,depression,painless lumps,pneumonia
goat,4,102.0,loss of appetite,sores on mouth,difficulty walking,foot and mouth
goat,9,100.7,loss of appetite,swelling in muscle,difficulty walking,blackleg
goat,8,104.4,depression,painless lumps,loss of appetite,lumpy virus
goat,2,104.4,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,2,101.4,fatigue,shortness of breath,swelling in abdomen,anthrax
goat,9,102.3,swelling in muscle,lameness,crackling sound,blackleg
goat,5,102.6,painless lumps,loss of appetite,depression,pneumonia
goat,7,103.3,lameness,swelling in muscle,loss of appetite,blackleg
goat,6,103.0,sweats,shortness of breath,chest discomfort,anthrax
goat,3,101.2,depression,loss of appetite,lameness,blackleg
goat,8,102.2,shortness of breath,fatigue,swelling in extremities,anthrax
goat,10,102.9,loss of appetite,depression,painless lumps,lumpy virus
goat,6,101.4,loss of appetite,blisters on hooves,lameness,foot and mouth
goat,4,102.1,loss of appetite,sores on gums,lameness,foot and mouth
goat,8,101.6,depression,loss of appetite,painless lumps,pneumonia
goat,1,100.1,loss of appetite,sores on hooves,lameness,foot and mouth
goat,1,100.5,sweats,fatigue,chills,anthrax
goat,4,102.0,fatigue,chest discomfort,chills,anthrax
goat,4,103.4,painless lumps,loss of appetite,depression,pneumonia
goat,1,101.2,depression,difficulty walking,crackling sound,blackleg
goat,4,101.1,swelling in muscle,loss of appetite,crackling sound,blackleg
goat,7,102.2,depression,loss of appetite,painless lumps,pneumonia
goat,2,104.4,lameness,loss of appetite,sores on hooves,foot and mouth
goat,5,101.2,crackling sound,lameness,depression,blackleg
goat,10,104.2,lameness,swelling in muscle,loss of appetite,blackleg
goat,4,101.2,loss of appetite,depression,painless lumps,lumpy virus
goat,1,103.4,painless lumps,depression,loss of appetite,pneumonia
goat,3,100.1,difficulty walking,loss of appetite,blisters on gums,foot and mouth
goat,1,101.6,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
goat,1,100.4,loss of appetite,depression,crackling sound,blackleg
goat,2,101.8,swelling in limb,depression,crackling sound,blackleg
goat,10,102.5,painless lumps,depression,loss of appetite,pneumonia
goat,1,103.1,fatigue,shortness of breath,swelling in neck,anthrax
goat,1,103.0,chills,swelling in extremities,fatigue,anthrax
goat,6,104.6,loss of appetite,depression,difficulty walking,blackleg
goat,8,101.1,loss of appetite,depression,painless lumps,lumpy virus
goat,8,102.9,loss of appetite,difficulty walking,sores on tongue,foot and mouth
goat,2,100.2,painless lumps,depression,loss of appetite,pneumonia
goat,7,101.2,fatigue,shortness of breath,chills,anthrax
goat,9,101.8,depression,loss of appetite,difficulty walking,blackleg
goat,10,103.7,depression,loss of appetite,painless lumps,pneumonia
goat,9,101.8,depression,painless lumps,loss of appetite,lumpy virus
goat,2,100.1,loss of appetite,lameness,sores on mouth,foot and mouth
goat,6,102.3,lameness,loss of appetite,sores on tongue,foot and mouth
goat,1,100.6,loss of appetite,depression,painless lumps,lumpy virus
goat,10,101.4,loss of appetite,difficulty walking,crackling sound,blackleg
goat,7,102.7,depression,painless lumps,loss of appetite,pneumonia
goat,4,102.5,painless lumps,loss of appetite,depression,lumpy virus
goat,2,102.4,depression,crackling sound,swelling in muscle,blackleg
goat,8,103.7,chills,chest discomfort,swelling in abdomen,anthrax
goat,2,103.6,crackling sound,depression,swelling in muscle,blackleg
goat,7,101.2,loss of appetite,crackling sound,lameness,blackleg
goat,1,100.6,painless lumps,depression,loss of appetite,pneumonia
goat,5,102.8,loss of appetite,depression,painless lumps,pneumonia
goat,5,102.5,fatigue,shortness of breath,chest discomfort,anthrax
goat,7,102.5,depression,painless lumps,loss of appetite,lumpy virus
goat,3,104.8,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
goat,2,101.1,painless lumps,loss of appetite,depression,pneumonia
goat,2,102.5,sores on tongue,loss of appetite,lameness,foot and mouth
goat,10,101.6,painless lumps,depression,loss of appetite,lumpy virus
goat,2,100.0,difficulty walking,swelling in limb,loss of appetite,blackleg
goat,3,103.1,crackling sound,loss of appetite,depression,blackleg
goat,7,104.8,chest discomfort,chills,shortness of breath,anthrax
goat,10,101.2,loss of appetite,painless lumps,depression,lumpy virus
goat,7,102.1,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
goat,3,102.3,sweats,chills,chest discomfort,anthrax
goat,10,100.4,lameness,crackling sound,depression,blackleg
goat,3,103.5,lameness,blisters on hooves,loss of appetite,foot and mouth
goat,1,104.0,loss of appetite,sores on mouth,lameness,foot and mouth
goat,9,101.8,fatigue,swelling in abdomen,shortness of breath,anthrax
goat,1,103.9,depression,painless lumps,loss of appetite,pneumonia
goat,9,100.3,loss of appetite,depression,swelling in limb,blackleg
goat,9,100.9,loss of appetite,sores on gums,lameness,foot and mouth
goat,6,104.0,swelling in limb,depression,loss of appetite,blackleg
goat,1,102.7,loss of appetite,depression,painless lumps,lumpy virus
goat,10,100.4,blisters on gums,lameness,loss of appetite,foot and mouth
goat,4,101.5,loss of appetite,depression,swelling in muscle,blackleg
goat,3,102.1,lameness,swelling in muscle,depression,blackleg
goat,9,101.3,loss of appetite,painless lumps,depression,lumpy virus
goat,2,100.7,loss of appetite,swelling in limb,lameness,blackleg
goat,10,103.0,painless lumps,loss of appetite,depression,pneumonia
goat,3,102.8,loss of appetite,lameness,blisters on mouth,foot and mouth
goat,9,100.1,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,10,104.9,depression,swelling in limb,lameness,blackleg
goat,5,102.2,depression,painless lumps,loss of appetite,pneumonia
goat,4,102.2,loss of appetite,painless lumps,depression,lumpy virus
goat,7,101.1,chest discomfort,fatigue,sweats,anthrax
goat,9,101.1,depression,painless lumps,loss of appetite,pneumonia
goat,7,101.5,crackling sound,loss of appetite,lameness,blackleg
goat,10,103.0,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,9,103.5,depression,crackling sound,loss of appetite,blackleg
goat,9,100.7,chills,fatigue,chest discomfort,anthrax
goat,2,101.2,depression,loss of appetite,painless lumps,lumpy virus
goat,3,101.0,chills,chest discomfort,fatigue,anthrax
goat,6,100.9,swelling in neck,shortness of breath,chest discomfort,anthrax
goat,8,100.6,depression,swelling in muscle,difficulty walking,blackleg
goat,6,100.4,lameness,loss of appetite,depression,blackleg
goat,9,102.7,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,2,104.4,swelling in extremities,chills,chest discomfort,anthrax
goat,8,104.7,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
goat,10,101.2,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
goat,3,100.4,sores on mouth,loss of appetite,lameness,foot and mouth
goat,9,101.5,loss of appetite,painless lumps,depression,pneumonia
goat,4,104.3,sores on gums,loss of appetite,difficulty walking,foot and mouth
goat,9,102.3,loss of appetite,crackling sound,difficulty walking,blackleg
goat,6,103.7,depression,crackling sound,swelling in muscle,blackleg
goat,9,101.2,depression,loss of appetite,painless lumps,pneumonia
goat,4,101.6,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,6,103.8,loss of appetite,lameness,sores on mouth,foot and mouth
goat,7,103.7,chest discomfort,chills,fatigue,anthrax
goat,6,100.7,depression,loss of appetite,painless lumps,lumpy virus
goat,3,100.1,depression,swelling in muscle,crackling sound,blackleg
goat,6,101.5,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
goat,3,103.2,crackling sound,loss of appetite,depression,blackleg
goat,8,100.2,loss of appetite,depression,painless lumps,lumpy virus
goat,10,103.3,chills,chest discomfort,swelling in abdomen,anthrax
goat,4,104.2,blisters on mouth,loss of appetite,lameness,foot and mouth
goat,5,100.5,depression,painless lumps,loss of appetite,lumpy virus
goat,4,102.4,depression,loss of appetite,painless lumps,pneumonia
goat,4,100.8,painless lumps,depression,loss of appetite,pneumonia
goat,7,101.3,shortness of breath,fatigue,chest discomfort,anthrax
goat,6,101.5,painless lumps,loss of appetite,depression,lumpy virus
goat,4,103.3,loss of appetite,lameness,sores on gums,foot and mouth
goat,10,104.6,swelling in neck,sweats,shortness of breath,anthrax
goat,6,100.4,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
goat,9,102.5,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,6,102.0,lameness,loss of appetite,sores on gums,foot and mouth
goat,10,104.2,painless lumps,depression,loss of appetite,pneumonia
goat,4,100.9,loss of appetite,painless lumps,depression,pneumonia
goat,6,104.2,chills,sweats,swelling in extremities,anthrax
goat,10,104.3,painless lumps,depression,loss of appetite,lumpy virus
goat,1,102.7,depression,crackling sound,swelling in limb,blackleg
goat,7,102.6,chills,chest discomfort,swelling in extremities,anthrax
goat,9,101.1,swelling in limb,loss of appetite,depression,blackleg
goat,10,104.4,crackling sound,loss of appetite,lameness,blackleg
goat,6,103.3,depression,swelling in limb,lameness,blackleg
goat,6,102.0,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,1,101.5,swelling in limb,loss of appetite,difficulty walking,blackleg
goat,4,102.3,loss of appetite,difficulty walking,sores on gums,foot and mouth
goat,3,104.5,swelling in muscle,crackling sound,depression,blackleg
goat,3,102.3,chills,fatigue,sweats,anthrax
goat,8,103.3,depression,lameness,swelling in muscle,blackleg
goat,1,102.6,lameness,blisters on gums,loss of appetite,foot and mouth
goat,2,101.5,depression,painless lumps,loss of appetite,pneumonia
goat,2,102.5,loss of appetite,blisters on gums,lameness,foot and mouth
goat,6,100.9,lameness,loss of appetite,sores on tongue,foot and mouth
goat,9,102.0,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
goat,9,102.9,painless lumps,depression,loss of appetite,pneumonia
goat,10,100.7,chest discomfort,chills,shortness of breath,anthrax
goat,6,100.5,depression,loss of appetite,painless lumps,lumpy virus
goat,9,103.3,fatigue,chest discomfort,sweats,anthrax
goat,7,102.5,crackling sound,difficulty walking,depression,blackleg
goat,7,102.5,sweats,chills,swelling in extremities,anthrax
goat,2,101.1,lameness,blisters on gums,loss of appetite,foot and mouth
goat,7,100.5,painless lumps,loss of appetite,depression,lumpy virus
goat,5,101.8,painless lumps,depression,loss of appetite,lumpy virus
goat,9,101.0,sores on gums,difficulty walking,loss of appetite,foot and mouth
goat,6,101.2,depression,painless lumps,loss of appetite,pneumonia
goat,3,100.7,loss of appetite,depression,painless lumps,lumpy virus
goat,5,102.9,painless lumps,depression,loss of appetite,pneumonia
goat,10,101.6,depression,crackling sound,swelling in limb,blackleg
goat,10,103.5,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
goat,4,102.7,painless lumps,depression,loss of appetite,lumpy virus
goat,9,102.0,difficulty walking,crackling sound,loss of appetite,blackleg
goat,5,104.9,depression,painless lumps,loss of appetite,pneumonia
goat,10,100.2,depression,painless lumps,loss of appetite,lumpy virus
goat,1,104.5,sores on mouth,difficulty walking,loss of appetite,foot and mouth
goat,2,103.7,depression,crackling sound,swelling in muscle,blackleg
goat,10,104.4,fatigue,chills,sweats,anthrax
goat,1,101.5,painless lumps,loss of appetite,depression,lumpy virus
goat,4,100.4,fatigue,sweats,chills,anthrax
goat,6,100.6,lameness,swelling in limb,depression,blackleg
goat,6,100.2,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
goat,4,102.5,loss of appetite,depression,swelling in limb,blackleg
goat,4,100.4,depression,loss of appetite,painless lumps,lumpy virus
goat,3,103.8,loss of appetite,swelling in limb,difficulty walking,blackleg
goat,5,100.4,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,7,101.9,loss of appetite,sores on mouth,lameness,foot and mouth
goat,7,101.8,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
goat,9,100.6,painless lumps,depression,loss of appetite,lumpy virus
goat,4,101.7,sweats,chest discomfort,shortness of breath,anthrax
goat,8,102.0,blisters on mouth,loss of appetite,lameness,foot and mouth
goat,6,101.3,swelling in neck,chills,fatigue,anthrax
goat,7,102.1,crackling sound,swelling in limb,lameness,blackleg
goat,6,100.9,depression,painless lumps,loss of appetite,lumpy virus
goat,6,103.0,chills,fatigue,shortness of breath,anthrax
goat,7,100.3,painless lumps,loss of appetite,depression,pneumonia
goat,6,100.9,lameness,swelling in muscle,depression,blackleg
goat,8,103.1,painless lumps,depression,loss of appetite,pneumonia
goat,4,101.0,lameness,swelling in muscle,depression,blackleg
goat,10,101.4,depression,painless lumps,loss of appetite,lumpy virus
goat,5,100.4,loss of appetite,depression,painless lumps,lumpy virus
goat,6,102.3,painless lumps,loss of appetite,depression,lumpy virus
goat,9,100.0,depression,loss of appetite,painless lumps,pneumonia
goat,3,104.2,loss of appetite,depression,painless lumps,pneumonia
goat,3,100.3,depression,loss of appetite,painless lumps,pneumonia
goat,8,101.5,fatigue,swelling in neck,chills,anthrax
goat,4,103.8,loss of appetite,painless lumps,depression,lumpy virus
goat,6,103.6,loss of appetite,painless lumps,depression,lumpy virus
goat,9,101.9,difficulty walking,loss of appetite,sores on hooves,foot and mouth
goat,10,104.5,chest discomfort,fatigue,chills,anthrax
goat,7,101.4,swelling in limb,loss of appetite,depression,blackleg
goat,3,104.2,painless lumps,loss of appetite,depression,pneumonia
goat,2,103.4,painless lumps,depression,loss of appetite,pneumonia
goat,8,104.9,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
goat,1,103.8,lameness,blisters on hooves,loss of appetite,foot and mouth
goat,4,104.2,crackling sound,depression,swelling in muscle,blackleg
goat,5,102.7,crackling sound,lameness,swelling in muscle,blackleg
goat,8,104.1,swelling in extremities,shortness of breath,chest discomfort,anthrax
goat,3,103.2,depression,loss of appetite,painless lumps,pneumonia
goat,6,101.0,fatigue,chills,chest discomfort,anthrax
goat,9,101.9,crackling sound,swelling in muscle,difficulty walking,blackleg
goat,3,100.4,chest discomfort,fatigue,swelling in extremities,anthrax
goat,5,100.6,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,7,101.3,loss of appetite,depression,painless lumps,lumpy virus
goat,7,104.3,depression,swelling in limb,loss of appetite,blackleg
goat,4,103.5,lameness,swelling in muscle,depression,blackleg
goat,7,100.6,lameness,loss of appetite,blisters on gums,foot and mouth
goat,5,102.8,fatigue,chills,swelling in extremities,anthrax
goat,2,102.0,difficulty walking,loss of appetite,swelling in muscle,blackleg
goat,3,101.5,depression,loss of appetite,painless lumps,pneumonia
goat,3,103.6,shortness of breath,fatigue,swelling in neck,anthrax
goat,5,104.1,blisters on tongue,lameness,loss of appetite,foot and mouth
goat,8,100.5,shortness of breath,chest discomfort,sweats,anthrax
goat,2,100.9,chest discomfort,shortness of breath,fatigue,anthrax
goat,10,100.9,loss of appetite,swelling in muscle,depression,blackleg
goat,1,101.5,depression,painless lumps,loss of appetite,lumpy virus
goat,10,103.7,painless lumps,depression,loss of appetite,pneumonia
goat,6,104.6,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
goat,1,103.8,crackling sound,difficulty walking,depression,blackleg
goat,7,104.8,loss of appetite,painless lumps,depression,pneumonia
goat,8,100.2,chills,shortness of breath,chest discomfort,anthrax
goat,10,103.3,loss of appetite,depression,painless lumps,lumpy virus
goat,8,101.4,depression,loss of appetite,painless lumps,lumpy virus
goat,4,102.2,painless lumps,depression,loss of appetite,pneumonia
goat,6,102.3,sores on hooves,difficulty walking,loss of appetite,foot and mouth
goat,9,103.4,sores on tongue,lameness,loss of appetite,foot and mouth
goat,1,102.6,lameness,loss of appetite,crackling sound,blackleg
goat,1,105.0,depression,painless lumps,loss of appetite,pneumonia
goat,5,100.9,painless lumps,loss of appetite,depression,pneumonia
goat,6,104.1,depression,loss of appetite,painless lumps,lumpy virus
goat,10,101.9,swelling in muscle,crackling sound,loss of appetite,blackleg
goat,8,101.6,blisters on gums,lameness,loss of appetite,foot and mouth
goat,1,101.6,chest discomfort,swelling in abdomen,sweats,anthrax
goat,10,103.9,painless lumps,depression,loss of appetite,pneumonia
goat,3,102.4,depression,swelling in limb,crackling sound,blackleg
goat,5,101.8,fatigue,chest discomfort,shortness of breath,anthrax
goat,6,103.0,painless lumps,depression,loss of appetite,lumpy virus
goat,1,104.9,swelling in neck,shortness of breath,fatigue,anthrax
goat,3,101.2,shortness of breath,chills,sweats,anthrax
goat,7,103.9,depression,painless lumps,loss of appetite,pneumonia
goat,6,101.6,loss of appetite,lameness,sores on mouth,foot and mouth
goat,8,101.9,lameness,sores on gums,loss of appetite,foot and mouth
goat,8,104.0,chest discomfort,swelling in abdomen,sweats,anthrax
goat,7,103.8,depression,loss of appetite,painless lumps,pneumonia
goat,6,100.8,difficulty walking,crackling sound,depression,blackleg
goat,10,101.9,chills,shortness of breath,sweats,anthrax
goat,1,101.5,loss of appetite,difficulty walking,crackling sound,blackleg
goat,4,102.6,swelling in neck,chills,shortness of breath,anthrax
goat,10,100.1,crackling sound,depression,lameness,blackleg
goat,7,103.6,loss of appetite,depression,painless lumps,pneumonia
goat,2,104.0,loss of appetite,swelling in limb,crackling sound,blackleg
goat,8,102.9,shortness of breath,swelling in neck,chest discomfort,anthrax
goat,3,104.1,depression,painless lumps,loss of appetite,lumpy virus
